Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Vagrant,"PHP 8 Objects, Patterns, and Practice",,,,10.1007/978-1-4842-6791-2_20,Matt Zandstra,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6791-2_20,Chapter
The World’s Biggest Industry?,The Death of Death,,,,10.1007/978-3-031-28927-9_3,José CordeiroDavid Wood,2023,https://link.springer.com/chapter/10.1007/978-3-031-28927-9_3,Chapter
Guide 5: Creating Your First Stand-Alone Extension,The TYPO3 Guidebook,,,,10.1007/978-1-4842-6525-3_9,Felicity BrandHeather McNameeJeffrey A. McGuire,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6525-3_9,Chapter
The Vegetative Soul in Galen,Vegetative Powers,,,,10.1007/978-3-030-69709-9_4,Robert Vinkesteijn,2021,https://link.springer.com/chapter/10.1007/978-3-030-69709-9_4,Chapter
Writing Our First Bit of Code,Pro PHP 8 MVC,,,,10.1007/978-1-4842-6957-2_2,Christopher Pitt,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6957-2_2,Chapter
"School Closure Under COVID-19: Elementary School Teachers, Misrecognition, and the Urban Inequality Impasse in Berlin, Germany",Biographical Perspectives on Lives Lived During Covid-19,,,,10.1007/978-3-031-54442-2_8,Talja BloklandLeonie Kruegener,2024,https://link.springer.com/chapter/10.1007/978-3-031-54442-2_8,Chapter
PHP Basics,Beginning PHP and MySQL,,,,10.1007/978-1-4302-6044-8_3,Frank M. Kromann,2018,https://link.springer.com/chapter/10.1007/978-1-4302-6044-8_3,Chapter
"Caxton’s Linguistic and Literary Multilingualism: English, French and Dutch in the History of Jason",Medieval English in a Multilingual Context,,,,10.1007/978-3-031-30947-2_8,Ad Putter,2023,https://link.springer.com/chapter/10.1007/978-3-031-30947-2_8,Chapter
The Organisation Remains the Digital Construction Site,Data-Driven Customer Engagement,,,,10.1007/978-3-031-64295-1_12,Ralf Strauss,2024,https://link.springer.com/chapter/10.1007/978-3-031-64295-1_12,Chapter
Tool and Techniques for Adaptable Design,Adaptable Design,,,,10.1007/978-981-99-5869-6_5,Peihua GuDeyi XueQingjin PengJian Zhang,2024,https://link.springer.com/chapter/10.1007/978-981-99-5869-6_5,Chapter
Advanced Features,"PHP 8 Objects, Patterns, and Practice",,,,10.1007/978-1-4842-6791-2_4,Matt Zandstra,2021,https://link.springer.com/chapter/10.1007/978-1-4842-6791-2_4,Chapter
The Notion of Mobility in Barthélémy Toguo’s Work: Reflection on a Decolonial Artistic Practice,Decolonial Aesthetics I,,,,10.1007/978-3-662-65899-4_7,Babacar Mbaye Diop,2023,https://link.springer.com/chapter/10.1007/978-3-662-65899-4_7,Chapter
Obtaining Your Trademark,Markenrecht in China / Trademark Law in China,,,,10.34156/978-3-791-05759-0_13,Sonja Schäffler,2023,https://link.springer.com/chapter/10.34156/978-3-791-05759-0_13,Chapter
Understanding Religious Radicalization: The Enigma of Beneficial Violence,The Palgrave Handbook of Methodological Individualism,,,,10.1007/978-3-031-41508-1_14,Hans G. Kippenberg,2023,https://link.springer.com/chapter/10.1007/978-3-031-41508-1_14,Chapter
Optical Properties of Minerals in Plane Polarized Light (PPL),Transmitted Light Microscopy of Rock-Forming Minerals,,,,10.1007/978-3-031-19612-6_4,Susanne Theodora Schmidt,2023,https://link.springer.com/chapter/10.1007/978-3-031-19612-6_4,Chapter
The Role of Social Science in Substance Use Disorders and Addiction,Handbook of Social Sciences and Global Public Health,,,,10.1007/978-3-030-96778-9_99-1,Wendy MincerElias Mpofu,2023,https://link.springer.com/rwe/10.1007/978-3-030-96778-9_99-1,Living reference work entry
A Sin for the Sake of Heaven: Vigilante Heroes in Law and Culture. An Old-New Paradigm,Probing Human Dignity,,,,10.1007/978-3-031-42437-3_2,Levi Cooper,2024,https://link.springer.com/chapter/10.1007/978-3-031-42437-3_2,Chapter
The Role of Social Science in Substance Use Disorders and Addiction,Handbook of Social Sciences and Global Public Health,,,,10.1007/978-3-031-25110-8_99,Wendy MincerElias Mpofu,2023,https://link.springer.com/rwe/10.1007/978-3-031-25110-8_99,Reference work entry
Human Use of&#xa0;Vintage Beings: How to&#xa0;Harness the&#xa0;Shock of&#xa0;the&#xa0;Old,HCI in Games,,,,10.1007/978-3-031-60695-3_15,Nicolas LaLonePhoebe O Toups Dugas,2024,https://link.springer.com/chapter/10.1007/978-3-031-60695-3_15,Conference paper
The End of Big Pharma,The end of medicine as we know it - and why your health has a future,,,,10.1007/978-3-030-95293-8_7,Harald H. H. W. Schmidt,2022,https://link.springer.com/chapter/10.1007/978-3-030-95293-8_7,Chapter
SMARTS D4D Application Module for Dietary Adherence Self-monitoring Among Hemodialysis Patients,Innovative Systems for Intelligent Health Informatics,,,,10.1007/978-3-030-70713-2_6,Hafzan YusoffNur Intan Raihana RuhaiyemMohd Hakim Zakaria,2021,https://link.springer.com/chapter/10.1007/978-3-030-70713-2_6,Conference paper
Detection of COVID-19 Using Intelligent Computing Method,International Conference on Innovative Computing and Communications,,,,10.1007/978-981-16-3071-2_65,Asmita DixitAatif JamshedRitin Behl,2022,https://link.springer.com/chapter/10.1007/978-981-16-3071-2_65,Conference paper
Computational Approaches for Identifying Therapeutic Potential of Phytocompounds,Conservation and Sustainable Utilization of Bioresources,,,,10.1007/978-981-19-5841-0_21,Junaida M. IbrahimSuveena SukumaranAchuthsankar S. Nair,2023,https://link.springer.com/chapter/10.1007/978-981-19-5841-0_21,Chapter
Animal Bites and Zoonoses: From A to Z – Alligators to Zebras,Zoonoses: Infections Affecting Humans and Animals,,,,10.1007/978-3-031-27164-9_26,Ellie J. C. GoldsteinFredrick M. Abrahamian,2023,https://link.springer.com/rwe/10.1007/978-3-031-27164-9_26,Reference work entry
Animal Bites and Zoonoses: From A to Z – Alligators to Zebras,Zoonoses: Infections Affecting Humans and Animals,,,,10.1007/978-3-030-85877-3_26-1,Ellie J. C. GoldsteinFredrick M. Abrahamian,2023,https://link.springer.com/rwe/10.1007/978-3-030-85877-3_26-1,Living reference work entry
From Brexit to Frentrance? The Brexit Discourse as an Arena for Language Battles,On the Discursive Deconstruction and Reconstruction of Europe,,,,10.1007/978-3-662-64893-3_5,Sara Matrisciano,2022,https://link.springer.com/chapter/10.1007/978-3-662-64893-3_5,Chapter
"Playstyles in&#xa0;Tetris: Beyond Player Skill, Score, and&#xa0;Competition",Entertainment Computing – ICEC 2022,,,,10.1007/978-3-031-20212-4_13,Stéphanie MaderEloïse Tassin,2022,https://link.springer.com/chapter/10.1007/978-3-031-20212-4_13,Conference paper
Feet of Clay: The Impaired Dermatologist,Dermatoethics,,,,10.1007/978-3-030-56861-0_24,Brandon H. Krupp,2021,https://link.springer.com/chapter/10.1007/978-3-030-56861-0_24,Chapter
Terrorism and Violent Extremism in Tunisia,Palgrave Handbook of Terrorism in Africa,,,,10.1007/978-3-031-89940-9_18,Miriam Shafik,2025,https://link.springer.com/chapter/10.1007/978-3-031-89940-9_18,Chapter
Terrorism in Southern Africa: Portents and Manifestations,Palgrave Handbook of Terrorism in Africa,,,,10.1007/978-3-031-89940-9_19,Anneli Botha,2025,https://link.springer.com/chapter/10.1007/978-3-031-89940-9_19,Chapter
The Texas Museums,Connecting with Our Ancestors: Human Evolution Museum Experiences,,,,10.1007/978-3-031-69429-5_2,Shelley L. Smith,2024,https://link.springer.com/chapter/10.1007/978-3-031-69429-5_2,Chapter
Sources for Further Study,Contemporary American Fiction in the European Classroom,,,,10.1007/978-3-030-94166-6_19,Laurence W. MazzenoSue Norton,2022,https://link.springer.com/chapter/10.1007/978-3-030-94166-6_19,Chapter
"The Scientific Space of Knowledge: Medical Missionaries, Tropical Medicine and the Age of Hygiene","Medical Missionaries and Colonial Knowledge in West Africa and Europe, 1885-1914",,,,10.1007/978-3-031-27128-1_3,Linda Maria Ratschiller Nasim,2023,https://link.springer.com/chapter/10.1007/978-3-031-27128-1_3,Chapter
Health,"Cities, Health and Wellbeing",,,,10.1007/978-3-030-89348-4_3,Diana Soeiro,2021,https://link.springer.com/chapter/10.1007/978-3-030-89348-4_3,Chapter
Global Environmental Norms and Their Russian Implementation,Polycentric World Order in the Making,,,,10.1007/978-981-19-5375-0_15,Anne Crowley-VigneauAndrey Baykov,2023,https://link.springer.com/chapter/10.1007/978-981-19-5375-0_15,Chapter
"Ecological Carrying Capacity Modeling and Sustainability Assessment of the Seven Lakes of San Pablo City, Laguna, Philippines",Ecosystem and Species Habitat Modeling for Conservation and Restoration,,,,10.1007/978-981-99-0131-9_25,Damasa B. Magcale-MacandogJohn Vincent R. PletoJoseph G. CampangCanesio D. PredoFatima A. NatuelMa. Grechelle Lyn D. PerezNethanel Jireh A. LaridaYves Christian A. CabillonSarena Grace L. QuiñonesJeoffrey M. Laruya,2023,https://link.springer.com/chapter/10.1007/978-981-99-0131-9_25,Chapter
Yasuhiro Nakasone: The Nationalist and Advocate of Autonomy and True Alliance,Japanese Prime Ministers and Their Peace Philosophy,,,,10.1007/978-981-16-8379-4_19,Daisuke Akimoto,2022,https://link.springer.com/chapter/10.1007/978-981-16-8379-4_19,Chapter
Critique,Toward a Science of Translating?,,,,10.57088/978-3-7329-8795-5_3,Stefan Felber,2025,https://link.springer.com/chapter/10.57088/978-3-7329-8795-5_3,Chapter
The Endocrine System,Keeling's Fetal and Neonatal Pathology,,,,10.1007/978-3-030-84168-3_26,Anita NagyRoger D. G. Malcomson,2022,https://link.springer.com/chapter/10.1007/978-3-030-84168-3_26,Chapter
The Implementation of Application for Comparison and Output of Fine Dust and Public Database Using Fine Dust Sensor,"Advances in Security, Networks, and Internet of Things",,,,10.1007/978-3-030-71017-0_47,YunJung Lim,2021,https://link.springer.com/chapter/10.1007/978-3-030-71017-0_47,Conference paper
Applications of Nanotechnology in Alzheimer’s Disease,Handbook of Computational Neurodegeneration,,,,10.1007/978-3-319-75922-7_16,Maria ChountoulesiNikolaos NazirisAnna GioranAristeidis PapagiannopoulosBarry R. SteeleMaria Micha-ScrettasStavros G. StavrinidesMichael HaniasNiki ChondrogianniStergios PispasCécile Arbez-GindreCostas Demetzos,2023,https://link.springer.com/rwe/10.1007/978-3-319-75922-7_16,Reference work entry
The Emergence of Railway Diplomacy in Africa: The Cases of South Africa and China,Perspectives on Africa-China Infrastructural and Industrial Cooperation,,,,10.1007/978-3-031-38395-3_2,Lebohang Makekeng,2023,https://link.springer.com/chapter/10.1007/978-3-031-38395-3_2,Chapter
Cell-Specific Expression of Enzymes for Serine Biosynthesis and Glutaminolysis in Farm Animals,Amino Acids in Nutrition and Health,,,,10.1007/978-3-030-54462-1_2,Heewon SeoGregory A. JohnsonFuller W. BazerGuoyao WuBryan A. McLendonAvery C. Kramer,2021,https://link.springer.com/chapter/10.1007/978-3-030-54462-1_2,Chapter
To Save the Bees or not to Save the Bees: Honey Bee Health in the Anthropocene,Rethinking Food System Transformation,,,,10.1007/978-3-031-30484-2_7,Eleanor Andrews,2023,https://link.springer.com/chapter/10.1007/978-3-031-30484-2_7,Chapter
Our Home Galaxy: The Milky Way,Astrophysics,,,,10.1007/978-3-031-22135-4_7,Wolfgang Demtröder,2024,https://link.springer.com/chapter/10.1007/978-3-031-22135-4_7,Chapter
The FASSSTER SEIR Model,COVID-19 Experience in the Philippines,,,,10.1007/978-981-99-3153-8_6,Elvira de Lara-TuprioJay Michael R. MacalalagCarlo Delfin S. Estadilla,2023,https://link.springer.com/chapter/10.1007/978-981-99-3153-8_6,Chapter
Aural Language Translation with Augmented Reality Glasses,Bio-Inspired Information and Communications Technologies,,,,10.1007/978-3-030-92163-7_6,Ian N. HovdeForrest S. KelleyRyan J. KearneyDouglas E. Dow,2021,https://link.springer.com/chapter/10.1007/978-3-030-92163-7_6,Conference paper
“The Matter of Four Screws”: Holocaust Commemorations in (Post-)Soviet Russia (the Case of Rostov-on-Don),No Neighbors’ Lands in Postwar Europe,,,,10.1007/978-3-031-10857-0_14,Irina Rebrova,2023,https://link.springer.com/chapter/10.1007/978-3-031-10857-0_14,Chapter
Designing a Serious Game for Cybersecurity Education,Software Engineering for Games in Serious Contexts,,,,10.1007/978-3-031-33338-5_12,Gabriele CostaMarina Ribaudo,2023,https://link.springer.com/chapter/10.1007/978-3-031-33338-5_12,Chapter
The Battleground : Discursive Conflict Between LGBTQ+ People and Pentecostal-Charismatic Churches,Happy: LGBTQ+ Experiences of Australian Pentecostal-Charismatic Christianity,,,,10.1007/978-3-031-20144-8_5,Mark Jennings,2023,https://link.springer.com/chapter/10.1007/978-3-031-20144-8_5,Chapter
A Web Based System for the Discovery of Blood Banks and Donors in Emergencies,Intelligent Systems Design and Applications,,,,10.1007/978-3-030-49342-4_57,Babajide AyeniOlaperi Yeside SowunmiSanjay MisraRytis MaskeliūnasRobertas DamaševičiusRavin Ahuja,2021,https://link.springer.com/chapter/10.1007/978-3-030-49342-4_57,Conference paper
Lenguaje claro in Colombia,Emerging Fields in Easy Language and Accessible Communication Research,,,,10.57088/978-3-7329-9026-9_11,Sergio Hernández GarridoPaulina Yepes Villegas,2023,https://link.springer.com/chapter/10.57088/978-3-7329-9026-9_11,Chapter
Proposing Chatbot Model for Managing Comments in Vietnam,Industrial Networks and Intelligent Systems,,,,10.1007/978-3-030-77424-0_24,Phat Nguyen HuuCam Do ManhHieu Nguyen Trong,2021,https://link.springer.com/chapter/10.1007/978-3-030-77424-0_24,Conference paper
"The Corona State, Defining Itself",Pandemics as Matter of a System Crisis,,,,10.1007/978-3-658-43450-2_10,Peter Herrmann,2023,https://link.springer.com/chapter/10.1007/978-3-658-43450-2_10,Chapter
Development of the Craniofacial Blood Supply: Intracranial System,The Embryologic Basis of Craniofacial Structure,,,,10.1007/978-3-031-15636-6_6,Michael H. Carstens,2023,https://link.springer.com/chapter/10.1007/978-3-031-15636-6_6,Chapter
Computing Mortality for ICU Patients Using Cloud Based Data,Advances in Applications of Data-Driven Computing,,,,10.1007/978-981-33-6919-1_11,Sucheta NingombamSwararina LodhSwanirbhar Majumder,2021,https://link.springer.com/chapter/10.1007/978-981-33-6919-1_11,Chapter
Foundations of Data Protection According to GDPR,Data Protection for Software Development and IT,,,,10.1007/978-3-662-70639-8_2,Ralf Kneuper,2025,https://link.springer.com/chapter/10.1007/978-3-662-70639-8_2,Chapter
Introduction to Spatial Modeling of Flood Risk and Hazard: Societal Implication,Spatial Modelling of Flood Risk and Flood Hazards,,,,10.1007/978-3-030-94544-2_1,Biswajeet PradhanPravat Kumar ShitGouri Sankar BhuniaPartha Pratim AdhikaryHamid Reza Pourghasemi,2022,https://link.springer.com/chapter/10.1007/978-3-030-94544-2_1,Chapter
Chronic Health Among Those with an Intellectual Disability,Intellectual Disabilities: Health and Social Care Across the Lifespan,,,,10.1007/978-3-031-27496-1_9,Eilish BurkeMáire O’DwyerDederieke Maes-FestenAlyt Oppewal,2023,https://link.springer.com/chapter/10.1007/978-3-031-27496-1_9,Chapter
Corporate Purpose: How the Board of Directors Can Achieve an Inclusive Corporate Governance Regime,The International Handbook of Social Enterprise Law,,,,10.1007/978-3-031-14216-1_6,Mathieu BlancJean-Luc ChenauxEdgar Philippin,2023,https://link.springer.com/chapter/10.1007/978-3-031-14216-1_6,Chapter
Open GPU Projects (2000–2018),The History of the GPU - New Developments,,,,10.1007/978-3-031-14047-1_6,Jon Peddie,2022,https://link.springer.com/chapter/10.1007/978-3-031-14047-1_6,Chapter
Turkey Seeks Lost Glory,The Battle for the Soul of Islam,,,,10.1007/978-981-97-2807-7_6,James M. Dorsey,2024,https://link.springer.com/chapter/10.1007/978-981-97-2807-7_6,Chapter
Superspreading and&#xa0;Heterogeneity in&#xa0;Epidemics,"Diffusive Spreading in Nature, Technology and Society",,,,10.1007/978-3-031-05946-9_23,Klaus Kroy,2023,https://link.springer.com/chapter/10.1007/978-3-031-05946-9_23,Chapter
Thyroid and Parathyroid Endocrine Emergencies,Head and Neck and Endocrine Surgery,,,,10.1007/978-3-031-64102-2_16,Mahmoud Sakr,2024,https://link.springer.com/chapter/10.1007/978-3-031-64102-2_16,Chapter
Implementation of the Management System of Knowledge for the Process Management of a Sterilization Central,Knowledge Management in Organizations,,,,10.1007/978-3-030-81635-3_23,Flor Nancy Díaz-PiraquiveYasser de Jesús Muriel-PereaMayra Samara Ordoñez-Díaz,2021,https://link.springer.com/chapter/10.1007/978-3-030-81635-3_23,Conference paper
The Insurrectionary Gandhi and the Revolutionary Ambedkar: Caste and Varna,The Ambedkar–Gandhi Debate,,,,10.1007/978-981-16-8686-3_4,Bindu Puri,2022,https://link.springer.com/chapter/10.1007/978-981-16-8686-3_4,Chapter
Introduction to Machine Learning,Machine Learning Crash Course for Engineers,,,,10.1007/978-3-031-46990-9_1,Eklas Hossain,2024,https://link.springer.com/chapter/10.1007/978-3-031-46990-9_1,Chapter
Basics and Related Work,Automotive Security Analyzer for Exploitability Risks,,,,10.1007/978-3-658-43506-6_2,Martin Salfer,2024,https://link.springer.com/chapter/10.1007/978-3-658-43506-6_2,Chapter
Death’s Capital: Urban Poor Political Ecology and the Aesthetics of Salvaging by the Nightcrawlers of Manila,"Environment, Media, and Popular Culture in Southeast Asia",,,,10.1007/978-981-19-1130-9_7,Jose Kervin Cesar B. Calabias,2022,https://link.springer.com/chapter/10.1007/978-981-19-1130-9_7,Chapter
